id,experience_years,experience_band,technical_score,personality_score,communication_score,attentiveness_score,eye_contact_score,filler_ratio,avg_answer_seconds,grammar_score,confidence_score,tab_switches,window_blur_events,screenshot_attempted,device_detected,gaze_off_over_20s,camera_available,mic_available,english_only_violation,final_score,decision
518,8.7,senior_professional,86,69,62,43,84,0.095,30,72,62,0,0,0,0,0,1,1,0,76,pass
519,0.5,fresher,56,66,79,91,68,0.135,71,62,69,0,0,0,0,0,1,1,0,66,fail
520,0.2,fresher,49,70,48,82,74,0.157,87,57,90,0,0,0,0,0,1,1,0,55,fail
521,13.4,industry_veteran,73,76,71,70,92,0.084,103,70,69,0,0,0,0,0,1,1,0,77,pass
522,2.2,junior_professional,81,60,83,70,54,0.244,96,60,85,0,0,0,0,0,1,1,0,62,fail
523,4.5,mid_level_expert,42,48,39,46,41,0.133,50,49,52,0,0,0,0,0,1,1,0,36,fail
524,2.6,junior_professional,49,35,36,39,58,0.103,82,32,47,0,0,0,0,0,1,1,0,39,fail
525,5.4,mid_level_expert,98,100,85,80,80,0.132,47,100,100,0,0,0,0,0,1,1,0,76,pass
526,10.0,industry_veteran,100,83,91,100,100,0.143,49,96,87,0,0,0,1,0,1,1,0,80,fail
527,10.3,industry_veteran,70,35,55,41,41,0.205,41,46,74,0,0,0,0,0,1,1,0,50,fail
528,1.3,junior_professional,65,67,83,76,65,0.152,28,83,76,0,0,0,0,0,1,1,0,59,fail
529,0.4,fresher,57,60,71,78,46,0.12,38,41,51,0,0,0,0,0,1,1,0,59,fail
530,3.3,mid_level_expert,56,63,66,51,79,0.134,114,52,82,0,0,0,0,0,1,1,0,52,fail
531,0.8,fresher,58,77,100,82,78,0.098,95,66,82,0,0,0,0,0,1,1,0,67,fail
532,0.1,fresher,50,19,42,32,43,0.073,81,34,34,1,0,0,0,0,1,1,0,41,fail
533,3.1,mid_level_expert,67,68,98,86,50,0.168,31,93,100,0,0,0,0,0,1,1,0,72,pass
534,0.1,fresher,57,72,52,65,58,0.068,50,65,75,0,0,1,0,0,0,1,0,54,fail
535,8.9,senior_professional,75,99,100,77,83,0.066,44,69,90,0,0,0,0,0,1,1,0,74,pass
536,2.2,junior_professional,86,40,23,69,53,0.177,52,50,96,0,0,0,1,0,1,1,0,51,fail
537,8.8,senior_professional,83,98,68,89,92,0.055,69,95,90,0,0,0,0,0,1,1,0,88,pass
538,0.8,fresher,47,66,62,85,64,0.048,64,75,74,0,1,0,0,0,1,1,0,58,fail
539,13.9,industry_veteran,22,51,36,63,44,0.096,62,37,63,0,0,0,0,0,1,1,0,41,fail
540,5.0,mid_level_expert,74,62,48,85,74,0.19,102,58,71,0,0,0,0,0,1,1,0,57,fail
541,1.1,junior_professional,85,95,100,83,64,0.043,119,66,72,0,0,0,0,0,1,1,0,67,pass
542,8.5,senior_professional,100,83,69,79,53,0.116,99,90,49,0,0,0,0,0,1,1,0,60,fail
543,4.2,mid_level_expert,49,71,32,56,63,0.165,71,60,56,0,0,0,0,0,1,1,0,41,fail
544,1.4,junior_professional,91,43,80,69,72,0.099,70,73,72,0,0,0,0,0,1,1,0,64,fail
545,6.6,senior_professional,70,87,95,100,96,0.057,29,69,83,0,0,0,0,0,1,1,0,68,fail
546,0.3,fresher,71,82,100,74,68,0.151,91,75,87,0,0,0,0,0,0,1,0,69,fail
547,1.3,junior_professional,37,41,60,72,81,0.089,77,43,59,0,0,0,0,0,1,1,0,38,fail
548,0.4,fresher,66,75,67,100,73,0.202,119,91,70,0,1,0,0,0,1,1,0,65,fail
549,9.1,senior_professional,74,54,76,69,57,0.124,80,49,59,0,0,0,0,0,1,1,0,63,fail
550,2.6,junior_professional,72,50,84,94,54,0.058,54,97,95,0,0,0,0,0,1,1,0,61,fail
551,13.2,industry_veteran,87,54,63,59,72,0.141,76,89,77,0,0,0,1,0,1,1,0,61,fail
552,12.6,industry_veteran,86,69,83,79,82,0.195,95,82,80,0,0,0,0,0,1,1,0,81,pass
553,3.2,mid_level_expert,66,69,66,49,45,0.088,86,49,43,0,1,0,0,1,1,1,0,56,fail
554,5.3,mid_level_expert,56,80,64,80,80,0.031,33,74,55,0,0,0,0,0,1,1,0,67,fail
555,11.4,industry_veteran,48,63,56,57,61,0.119,52,48,62,0,0,0,0,0,1,1,0,66,fail
556,4.2,mid_level_expert,50,62,62,53,76,0.175,72,61,33,0,0,0,0,0,1,1,0,42,fail
557,6.5,senior_professional,84,94,80,84,100,0.035,75,60,68,0,0,0,0,0,1,1,1,91,fail
558,8.9,senior_professional,73,85,75,92,81,0.112,101,85,100,0,0,0,0,0,1,1,0,68,fail
559,0.5,fresher,85,100,89,86,63,0.106,90,90,93,0,0,0,0,0,1,1,0,81,pass
560,0.2,fresher,100,98,100,91,85,0.087,72,94,85,0,0,0,0,0,1,1,0,92,pass
561,3.3,mid_level_expert,74,84,83,96,73,0.11,97,57,77,0,0,0,0,0,1,1,0,77,pass
562,4.6,mid_level_expert,50,67,76,72,50,0.221,62,52,66,0,1,0,0,1,1,1,0,49,fail
563,3.5,mid_level_expert,96,80,93,92,98,0.04,124,80,93,0,0,0,0,0,1,1,0,92,pass
564,0.7,fresher,71,75,87,80,100,0.108,72,94,83,0,0,0,0,0,1,1,0,56,fail
565,5.5,mid_level_expert,100,96,88,99,98,0.142,56,84,95,0,0,0,0,0,1,1,0,89,pass
566,2.0,junior_professional,59,66,82,75,47,0.198,47,70,69,0,0,0,0,0,1,1,0,55,fail
567,1.9,junior_professional,60,47,55,82,67,0.194,55,64,83,1,0,0,0,1,1,0,0,46,fail
568,2.7,junior_professional,62,24,52,53,61,0.132,74,50,42,0,0,0,0,0,1,1,0,60,fail
569,0.4,fresher,57,64,28,49,63,0.104,62,36,64,0,0,0,0,0,1,1,0,39,fail
570,2.7,junior_professional,58,88,73,60,78,0.188,130,78,63,0,0,0,0,0,1,1,0,67,fail
571,7.7,senior_professional,76,56,48,47,56,0.138,115,60,61,0,0,0,0,0,1,1,0,65,fail
572,3.8,mid_level_expert,50,54,29,84,37,0.152,122,46,64,0,0,0,0,0,1,1,0,54,fail
573,5.5,mid_level_expert,73,62,77,80,54,0.135,26,74,59,0,0,0,0,0,1,1,0,62,fail
574,0.9,fresher,41,40,60,31,32,0.19,116,54,45,0,0,0,0,0,1,1,0,36,fail
575,0.2,fresher,75,95,100,100,88,0.024,84,91,86,0,0,0,0,0,1,1,0,73,pass
576,1.6,junior_professional,61,44,64,51,38,0.135,114,51,85,0,0,0,0,0,1,1,0,53,fail
577,3.9,mid_level_expert,61,40,79,59,42,0.177,101,53,56,0,0,0,0,0,1,1,0,42,fail
578,2.0,junior_professional,100,64,84,55,74,0.165,81,80,60,0,0,0,0,0,1,1,0,72,pass
579,0.2,fresher,78,88,74,100,96,0.016,50,87,91,0,0,0,0,0,1,1,0,91,pass
580,6.9,senior_professional,74,89,86,91,62,0.014,43,65,100,0,0,0,0,0,1,1,0,69,fail
581,2.7,junior_professional,85,85,77,95,96,0.089,29,84,81,0,0,0,0,0,1,1,0,74,pass
582,1.6,junior_professional,42,70,77,67,36,0.068,60,59,79,0,0,0,0,0,1,1,0,59,fail
583,14.9,industry_veteran,75,81,71,70,100,0.135,90,91,90,0,0,0,0,0,1,1,0,75,pass
584,2.1,junior_professional,59,37,65,64,51,0.151,94,42,28,0,0,0,0,0,1,1,0,54,fail
585,8.8,senior_professional,63,92,72,77,64,0.129,54,70,88,0,0,0,0,0,1,1,0,68,fail
586,5.1,mid_level_expert,29,22,37,35,39,0.148,91,32,32,0,0,1,0,1,1,1,0,25,fail
587,0.4,fresher,100,94,100,100,100,0.054,123,100,89,0,0,0,0,0,1,1,0,90,pass
588,1.7,junior_professional,48,63,39,51,63,0.152,77,51,49,0,0,0,0,0,1,1,0,35,fail
589,3.1,mid_level_expert,42,37,61,72,68,0.147,46,72,78,1,0,0,0,0,1,1,0,45,fail
590,0.6,fresher,100,81,74,89,85,0.108,103,91,79,0,0,0,0,0,1,1,1,76,fail
591,0.2,fresher,80,47,61,62,66,0.134,93,74,67,0,0,0,0,0,1,1,0,63,fail
592,4.4,mid_level_expert,68,60,62,67,35,0.125,49,52,62,0,0,0,0,0,1,1,0,51,fail
593,11.6,industry_veteran,68,68,69,56,44,0.099,113,72,52,0,0,0,0,0,1,1,0,51,fail
594,5.8,mid_level_expert,100,95,97,100,92,0.036,51,100,75,0,0,0,0,0,1,1,0,82,pass
595,11.7,industry_veteran,70,71,58,64,81,0.106,128,56,68,0,0,0,0,0,1,1,0,68,fail
596,1.4,junior_professional,56,29,43,25,59,0.069,121,72,17,0,0,0,0,0,1,1,0,41,fail
597,2.0,junior_professional,94,89,70,100,100,0.025,45,100,100,0,0,0,0,0,1,1,0,87,pass
598,5.8,mid_level_expert,68,51,70,71,76,0.108,79,69,64,1,0,0,0,0,1,1,0,49,fail
599,1.7,junior_professional,79,71,72,93,94,0.068,25,61,73,0,0,1,0,0,1,1,0,73,fail
600,11.8,industry_veteran,54,66,84,98,86,0.154,73,94,88,0,0,0,0,0,1,1,0,74,pass
601,5.2,mid_level_expert,50,72,67,93,50,0.091,51,59,46,0,1,0,0,0,1,1,0,57,fail
602,0.7,fresher,95,99,100,92,89,0.087,110,81,82,0,0,0,0,0,1,1,0,87,pass
603,4.0,mid_level_expert,89,87,100,71,76,0.065,69,69,97,0,0,0,0,0,1,1,0,88,pass
604,12.6,industry_veteran,100,87,85,85,77,0.181,31,76,79,0,0,0,0,0,1,1,0,70,pass
605,0.6,fresher,68,75,61,73,46,0.135,89,81,81,0,0,0,0,0,1,1,0,55,fail
606,0.2,fresher,82,56,57,74,91,0.01,30,79,62,0,0,0,0,0,1,1,0,68,fail
607,1.2,junior_professional,88,84,100,86,55,0.109,66,80,91,0,0,0,0,0,1,1,0,77,pass
608,3.2,mid_level_expert,89,68,95,93,97,0.042,87,100,100,0,0,0,0,0,1,1,0,74,pass
609,2.2,junior_professional,47,46,44,76,57,0.081,32,79,55,0,0,0,0,0,1,1,0,42,fail
610,2.4,junior_professional,97,68,90,81,70,0.049,98,99,74,0,0,0,0,0,1,1,0,79,pass
611,2.1,junior_professional,43,79,65,46,44,0.103,45,26,52,0,0,0,0,0,1,1,0,47,fail
612,0.8,fresher,21,48,72,52,38,0.25,99,48,48,0,0,0,0,0,1,1,0,28,fail
613,0.4,fresher,48,65,68,75,75,0.106,51,89,57,0,0,0,0,0,1,1,0,43,fail
614,9.5,senior_professional,70,50,74,58,84,0.185,119,44,75,0,0,0,0,0,1,1,0,58,fail
615,15.0,industry_veteran,61,84,79,58,97,0.087,72,73,97,0,0,0,0,0,0,1,0,75,fail
616,6.0,senior_professional,44,58,58,55,44,0.175,110,19,44,0,0,0,0,0,1,1,0,28,fail
617,6.6,senior_professional,64,62,84,73,97,0.105,79,90,84,0,0,0,0,0,1,1,0,61,fail
618,0.4,fresher,58,78,82,80,63,0.178,104,64,56,0,0,0,0,0,1,1,0,44,fail
619,0.1,fresher,61,66,62,100,100,0.163,81,77,90,0,0,0,0,0,1,1,0,66,fail
620,0.4,fresher,72,40,33,32,42,0.122,71,53,43,0,0,0,0,0,1,1,0,52,fail
621,1.5,junior_professional,83,74,65,75,82,0.066,116,66,58,0,0,0,0,0,1,1,0,68,fail
622,2.3,junior_professional,82,48,66,63,60,0.094,118,82,64,0,0,0,0,0,1,1,0,67,fail
623,2.1,junior_professional,70,45,42,66,58,0.11,98,53,73,0,0,0,0,0,1,1,0,54,fail
624,12.6,industry_veteran,65,45,23,47,51,0.226,32,61,42,0,0,0,0,0,1,1,0,30,fail
625,0.3,fresher,48,43,65,31,51,0.099,115,43,67,0,0,0,0,0,1,1,0,46,fail
626,4.7,mid_level_expert,80,94,87,90,66,0.034,26,97,77,0,0,0,0,0,1,1,0,69,fail
627,1.5,junior_professional,49,70,70,75,51,0.188,70,66,55,0,0,0,0,0,1,1,0,53,fail
628,3.9,mid_level_expert,46,69,62,41,33,0.089,57,39,78,0,0,0,0,0,1,1,0,61,fail
629,11.3,industry_veteran,49,49,76,78,71,0.182,69,72,53,0,0,0,0,0,1,1,0,51,fail
630,5.6,mid_level_expert,34,41,54,47,11,0.121,120,50,51,0,0,0,0,0,1,1,0,35,fail
631,10.1,industry_veteran,69,41,62,66,65,0.1,107,61,76,0,0,0,0,0,1,1,0,61,fail
632,0.2,fresher,62,71,78,77,38,0.304,93,57,43,0,0,0,0,1,1,1,0,52,fail
633,0.7,fresher,98,84,42,72,70,0.115,71,74,84,1,0,0,0,0,1,1,0,53,fail
634,0.0,fresher,57,54,80,71,58,0.173,97,63,37,0,0,0,0,0,1,1,0,47,fail
635,7.3,senior_professional,66,94,81,72,69,0.091,65,82,81,0,0,0,0,1,1,1,0,62,fail
636,14.7,industry_veteran,36,41,48,53,49,0.182,64,49,77,0,1,0,0,0,1,1,0,45,fail
637,0.5,fresher,67,61,66,66,71,0.148,88,49,70,0,1,0,1,0,1,1,0,43,fail
638,13.9,industry_veteran,98,80,89,98,77,0.128,37,96,98,0,0,0,0,0,1,1,0,79,pass
639,0.6,fresher,51,45,41,30,45,0.129,117,56,34,0,0,0,0,0,1,1,0,37,fail
640,13.1,industry_veteran,100,98,100,100,92,0.11,65,84,94,0,0,0,0,0,1,1,0,89,pass
641,14.8,industry_veteran,91,82,87,49,91,0.135,107,73,76,0,0,0,0,0,1,1,0,73,fail
642,14.0,industry_veteran,56,90,60,62,68,0.085,69,67,71,0,0,0,0,0,1,1,0,71,pass
643,2.0,junior_professional,53,35,37,45,42,0.155,97,40,31,0,0,0,0,0,1,1,0,31,fail
644,2.9,junior_professional,28,48,53,42,65,0.117,97,68,49,0,0,0,0,0,1,1,0,40,fail
645,10.6,industry_veteran,59,65,53,72,60,0.104,125,84,66,0,0,0,0,0,1,1,0,62,fail
646,0.3,fresher,70,49,58,61,70,0.057,43,63,72,0,0,0,0,1,1,1,0,53,fail
647,6.8,senior_professional,74,67,58,57,70,0.145,109,36,71,0,0,0,0,0,1,1,0,53,fail
648,2.6,junior_professional,44,32,38,40,47,0.07,113,39,11,0,0,0,0,0,1,1,0,25,fail
649,13.4,industry_veteran,92,93,100,77,100,0.102,108,63,86,0,0,0,0,0,1,1,0,83,pass
650,2.7,junior_professional,67,73,54,85,75,0.074,47,76,68,0,0,0,0,0,1,1,0,67,fail
651,3.2,mid_level_expert,67,27,24,51,40,0.171,76,46,44,0,0,0,0,0,1,1,0,34,fail
652,2.5,junior_professional,33,39,47,37,49,0.15,82,50,44,0,0,0,0,0,1,1,1,21,fail
653,8.1,senior_professional,69,68,95,100,71,0.101,82,80,73,0,0,0,0,0,1,1,0,65,fail
654,12.5,industry_veteran,68,73,47,70,41,0.129,127,61,60,0,1,0,0,0,1,1,0,53,fail
655,0.3,fresher,71,74,81,84,79,0.166,71,71,93,1,0,0,0,0,0,1,1,58,fail
656,2.4,junior_professional,100,92,100,100,99,0.174,28,100,94,0,0,0,0,0,1,0,0,90,fail
657,3.8,mid_level_expert,81,65,66,80,77,0.164,75,53,69,0,0,0,0,0,1,1,0,61,fail
658,3.4,mid_level_expert,61,55,25,43,69,0.14,100,53,59,0,0,0,0,1,1,1,0,39,fail
659,12.0,industry_veteran,69,79,81,100,69,0.114,33,95,63,0,0,0,0,0,1,1,0,71,pass
660,9.2,senior_professional,65,67,58,81,56,0.209,114,71,77,0,0,0,0,0,1,1,0,62,fail
661,4.5,mid_level_expert,87,71,68,69,63,0.15,89,79,69,0,0,0,0,1,1,1,1,62,fail
662,1.5,junior_professional,67,62,46,82,75,0.102,127,75,74,0,0,0,0,0,1,1,0,54,fail
663,3.3,mid_level_expert,100,100,100,100,88,0.102,31,100,89,0,0,0,0,0,1,1,0,87,pass
664,14.2,industry_veteran,100,100,77,100,100,0.152,70,94,96,0,0,0,0,0,1,1,0,86,pass
665,0.1,fresher,46,70,27,39,51,0.121,89,26,41,0,0,0,0,0,1,1,0,46,fail
666,0.2,fresher,79,47,59,64,66,0.105,85,56,75,0,0,0,0,0,1,1,1,62,fail
667,4.9,mid_level_expert,53,41,73,74,57,0.194,115,51,39,0,0,0,0,0,1,1,0,49,fail
668,0.5,fresher,87,89,100,87,90,0.054,104,86,84,0,0,0,0,0,1,1,0,90,pass
669,0.9,fresher,50,80,78,89,78,0.14,100,70,63,0,0,0,0,0,1,1,0,63,fail
670,3.7,mid_level_expert,68,87,69,78,67,0.075,41,81,61,0,0,0,0,0,1,1,0,63,fail
671,0.1,fresher,60,62,41,65,37,0.192,83,83,49,0,0,0,0,0,1,1,0,49,fail
672,8.7,senior_professional,80,62,89,80,83,0.046,77,76,79,0,0,0,0,0,1,1,0,71,pass
673,2.3,junior_professional,60,57,68,73,69,0.152,76,65,72,1,0,0,0,0,1,1,0,56,fail
674,6.2,senior_professional,77,90,57,73,79,0.103,64,55,94,0,0,0,0,0,1,1,0,76,pass
675,9.8,senior_professional,72,62,25,61,59,0.163,30,44,32,0,0,0,0,0,1,1,0,38,fail
676,2.2,junior_professional,100,83,99,83,90,0.01,42,81,94,0,0,0,0,0,1,1,0,94,pass
677,0.7,fresher,72,61,57,62,67,0.055,129,78,55,0,0,0,0,0,1,1,0,78,pass
678,0.2,fresher,100,89,100,100,100,0.144,78,89,100,0,0,0,0,0,1,1,0,75,pass
679,15.0,industry_veteran,50,51,51,51,62,0.156,92,45,47,0,1,0,1,0,1,1,0,41,fail
680,0.4,fresher,79,100,100,97,96,0.135,129,60,100,0,0,1,0,1,1,1,0,71,fail
681,0.9,fresher,59,87,52,77,62,0.126,38,73,69,0,0,0,0,0,1,1,0,63,fail
682,4.2,mid_level_expert,67,50,61,64,53,0.108,39,78,71,0,0,0,0,0,1,1,0,59,fail
683,1.3,junior_professional,92,87,68,92,84,0.109,35,100,82,0,0,0,0,0,1,1,0,78,pass
684,2.8,junior_professional,75,74,68,80,83,0.126,99,69,86,0,0,0,0,0,1,1,0,61,fail
685,8.7,senior_professional,58,77,63,62,94,0.051,66,60,50,0,0,0,0,0,1,1,0,62,fail
686,4.2,mid_level_expert,56,80,45,61,70,0.048,85,47,65,0,0,0,0,0,1,1,0,69,fail
687,5.8,mid_level_expert,78,55,75,82,47,0.143,116,56,83,0,0,0,0,0,1,1,0,64,fail
688,1.1,junior_professional,67,78,73,70,39,0.078,101,74,76,0,0,0,0,0,1,1,0,56,fail
689,6.5,senior_professional,65,60,30,51,62,0.133,74,66,49,1,0,0,0,0,1,1,0,42,fail
690,1.7,junior_professional,95,79,68,66,60,0.07,103,99,75,0,0,1,1,0,1,1,0,74,fail
691,1.4,junior_professional,70,78,80,82,63,0.057,65,90,71,0,0,0,0,0,1,1,0,65,fail
692,14.3,industry_veteran,36,54,63,45,26,0.078,27,38,44,1,0,0,0,0,1,1,0,35,fail
693,11.5,industry_veteran,39,47,27,57,69,0.173,39,64,39,0,0,0,1,0,1,1,0,40,fail
694,6.3,senior_professional,64,67,74,78,54,0.184,124,73,88,0,1,0,0,1,1,0,0,70,fail
695,4.8,mid_level_expert,45,89,85,96,66,0.037,46,75,94,0,0,0,0,0,1,1,0,70,pass
696,9.3,senior_professional,48,46,57,38,39,0.202,47,47,32,0,0,0,0,0,1,1,0,30,fail
697,0.5,fresher,63,41,62,36,71,0.099,127,66,45,0,0,0,1,1,1,1,0,52,fail
698,10.5,industry_veteran,43,65,53,65,56,0.179,112,55,89,0,1,0,0,0,1,0,0,37,fail
699,2.9,junior_professional,15,39,41,14,36,0.12,83,31,0,0,0,0,0,0,1,1,0,18,fail
700,1.6,junior_professional,99,81,87,94,91,0.105,57,92,96,0,0,0,0,0,1,1,0,96,pass
701,10.4,industry_veteran,67,72,48,46,65,0.096,46,55,65,0,0,0,0,0,1,1,0,60,fail
702,7.6,senior_professional,79,75,76,90,91,0.107,120,77,86,0,0,0,0,0,1,1,0,77,pass
703,1.8,junior_professional,78,88,58,85,66,0.163,43,51,55,0,0,0,0,0,1,1,0,68,fail
704,5.3,mid_level_expert,65,70,72,72,55,0.103,48,53,74,0,0,0,0,0,1,1,0,64,fail
705,10.1,industry_veteran,34,36,46,56,66,0.158,62,62,48,0,0,0,0,0,1,0,0,30,fail
706,4.5,mid_level_expert,69,67,87,77,58,0.062,105,58,63,0,0,0,0,0,1,1,0,62,fail
707,8.4,senior_professional,27,35,38,33,8,0.173,70,14,20,0,1,0,0,0,1,1,0,23,fail
708,0.6,fresher,70,100,95,91,82,0.01,105,79,79,0,0,0,0,0,1,1,0,73,pass
709,13.0,industry_veteran,67,72,68,76,43,0.081,57,76,71,0,0,0,0,0,1,1,0,69,fail
710,5.2,mid_level_expert,65,76,83,72,53,0.078,25,66,79,1,0,0,0,0,1,1,0,65,fail
711,13.2,industry_veteran,60,52,71,70,77,0.01,52,60,40,0,0,0,0,0,1,1,0,54,fail
712,2.3,junior_professional,69,64,59,51,43,0.122,102,71,64,0,0,0,0,0,1,1,0,44,fail
713,11.1,industry_veteran,17,31,35,32,48,0.151,89,24,49,0,0,0,0,0,1,1,0,23,fail
714,4.5,mid_level_expert,65,44,47,40,64,0.15,119,56,67,0,0,0,0,0,1,1,0,55,fail
715,8.7,senior_professional,86,100,91,99,100,0.136,106,100,100,0,0,0,0,0,1,1,0,81,pass
716,8.0,senior_professional,56,53,74,55,71,0.097,92,39,74,0,0,0,0,0,1,1,0,58,fail
717,0.5,fresher,50,70,49,78,73,0.187,38,55,70,0,0,0,0,0,1,1,0,44,fail
718,0.8,fresher,25,25,22,29,51,0.114,66,46,15,0,0,0,1,0,1,1,0,14,fail
719,6.3,senior_professional,59,41,25,52,55,0.095,59,36,43,0,0,0,0,0,1,1,0,49,fail
720,9.4,senior_professional,48,45,54,55,63,0.121,94,69,71,0,0,0,0,0,1,1,0,49,fail
721,3.1,mid_level_expert,100,100,70,92,87,0.038,110,93,99,0,0,0,0,0,1,1,0,83,pass
722,4.9,mid_level_expert,72,61,28,42,68,0.195,32,69,40,0,0,0,0,0,0,1,0,46,fail
723,1.7,junior_professional,42,49,39,52,32,0.073,90,55,64,0,0,0,0,0,1,1,0,42,fail
724,0.9,fresher,54,74,33,77,42,0.122,110,63,55,0,0,0,0,0,1,1,0,39,fail
725,5.8,mid_level_expert,89,49,49,91,70,0.128,58,51,64,0,0,0,0,0,1,1,1,48,fail
726,0.5,fresher,84,94,100,95,93,0.135,55,85,100,0,0,0,0,0,1,1,0,88,pass
727,6.3,senior_professional,100,77,100,100,94,0.037,35,100,100,0,0,0,0,0,1,1,0,87,pass
728,3.5,mid_level_expert,34,62,79,42,62,0.103,62,69,72,0,0,0,0,0,1,1,0,41,fail
729,8.6,senior_professional,51,74,35,47,53,0.211,124,47,58,0,0,1,0,0,1,1,0,34,fail
730,0.3,fresher,96,98,93,82,90,0.111,40,90,100,0,0,0,0,0,1,1,0,75,pass
731,1.3,junior_professional,50,49,83,62,41,0.158,90,46,50,0,0,0,0,0,1,1,0,49,fail
732,1.3,junior_professional,84,78,79,82,58,0.01,53,80,73,0,0,0,0,0,1,1,0,92,pass
733,11.2,industry_veteran,92,88,82,99,72,0.126,48,84,74,0,0,0,0,0,1,1,0,72,pass
734,1.0,junior_professional,69,53,65,62,68,0.047,124,43,66,0,0,0,0,0,1,1,0,58,fail
735,6.2,senior_professional,57,46,52,60,62,0.098,44,58,66,0,0,0,0,0,0,1,0,46,fail
736,11.4,industry_veteran,58,65,74,76,66,0.124,48,68,67,0,0,0,0,0,1,1,0,64,fail
737,2.6,junior_professional,63,49,61,95,72,0.118,125,79,72,0,0,0,0,0,1,1,0,58,fail
738,3.4,mid_level_expert,45,53,39,53,43,0.129,67,44,34,0,0,0,0,0,1,1,0,34,fail
739,0.4,fresher,79,41,76,45,70,0.134,61,53,71,0,0,0,0,0,1,1,0,46,fail
740,2.2,junior_professional,90,81,78,66,81,0.012,34,56,40,0,0,0,0,0,1,1,0,66,fail
741,9.1,senior_professional,74,79,79,80,57,0.055,28,87,81,0,0,0,0,0,1,1,0,81,pass
742,1.8,junior_professional,38,42,52,26,41,0.075,121,50,40,0,0,0,0,0,1,1,0,33,fail
743,0.0,fresher,76,46,55,100,80,0.11,68,92,86,0,0,0,0,0,1,1,0,62,fail
744,12.7,industry_veteran,82,95,88,81,74,0.115,126,82,69,0,0,0,0,0,1,1,0,71,pass
745,12.1,industry_veteran,85,77,84,85,100,0.043,128,79,95,0,0,0,0,0,1,0,0,80,fail
746,8.8,senior_professional,90,62,66,78,69,0.037,91,87,89,0,0,0,0,0,1,1,0,74,pass
747,1.5,junior_professional,82,86,79,96,100,0.02,42,97,100,0,0,0,0,0,1,1,0,79,pass
748,1.1,junior_professional,100,100,100,88,92,0.05,25,100,95,0,1,0,0,0,1,1,0,90,fail
749,1.6,junior_professional,66,53,80,64,66,0.189,108,79,65,0,1,0,0,0,1,1,0,48,fail
750,0.2,fresher,84,88,66,78,75,0.044,111,80,84,0,0,0,0,0,1,1,0,75,pass
751,0.5,fresher,52,44,41,31,58,0.151,67,42,30,1,0,0,0,0,1,1,0,33,fail
752,0.1,fresher,91,93,95,86,66,0.041,117,88,95,0,0,1,0,0,1,1,0,84,fail
753,10.3,industry_veteran,89,55,67,91,73,0.131,129,64,70,0,0,0,0,0,1,1,0,64,fail
754,4.5,mid_level_expert,72,67,68,75,60,0.133,126,52,70,0,1,0,0,0,1,1,0,56,fail
755,8.0,senior_professional,62,71,53,58,39,0.139,42,52,58,0,1,0,0,0,1,1,0,49,fail
756,5.0,mid_level_expert,65,56,91,60,19,0.108,101,42,62,0,0,0,0,0,1,1,0,49,fail
757,1.4,junior_professional,60,71,80,85,64,0.112,88,87,61,0,0,0,0,0,1,1,0,65,pass
758,9.6,senior_professional,54,53,72,63,64,0.094,50,75,74,0,0,0,0,0,1,1,0,55,fail
759,8.8,senior_professional,64,88,98,70,77,0.118,47,88,77,1,0,0,0,0,1,1,1,71,fail
760,0.5,fresher,65,81,95,86,100,0.058,116,58,85,0,0,0,0,0,1,1,0,66,fail
761,1.1,junior_professional,91,69,67,79,44,0.136,34,88,99,0,0,0,0,1,1,1,0,73,fail
762,13.3,industry_veteran,34,23,54,51,43,0.114,52,41,41,0,0,0,0,0,1,1,0,49,fail
763,0.0,fresher,74,72,93,80,77,0.126,127,95,87,0,0,0,0,0,1,1,0,62,fail
764,1.8,junior_professional,93,74,81,92,87,0.132,104,95,98,0,0,1,0,0,1,1,0,69,fail
765,11.3,industry_veteran,100,66,84,39,63,0.143,52,49,55,0,0,0,0,0,1,1,0,63,fail
766,7.8,senior_professional,87,92,55,66,55,0.142,70,83,71,0,0,0,0,0,1,1,0,71,pass
767,8.7,senior_professional,71,64,76,75,80,0.056,55,56,78,0,0,0,0,0,1,1,0,66,fail
768,14.7,industry_veteran,86,66,90,55,93,0.046,120,88,61,1,0,0,0,0,1,1,0,63,fail
769,6.6,senior_professional,66,49,48,43,77,0.151,42,42,54,0,0,0,0,0,1,1,0,44,fail
770,0.5,fresher,69,73,85,76,99,0.01,53,68,88,0,0,0,0,0,1,1,0,68,fail
771,0.8,fresher,52,49,67,65,34,0.14,124,87,66,0,0,0,0,0,1,1,0,59,fail
772,2.7,junior_professional,87,69,45,82,60,0.067,45,88,62,0,0,0,0,0,1,1,0,58,fail
773,2.5,junior_professional,48,65,63,63,93,0.01,99,73,66,1,0,0,0,0,1,1,1,65,fail
774,14.4,industry_veteran,100,84,75,91,68,0.056,41,92,100,0,0,0,0,0,1,1,0,79,pass
775,7.4,senior_professional,58,52,38,57,51,0.21,118,75,75,0,0,0,0,0,1,1,0,51,fail
776,3.7,mid_level_expert,66,52,82,70,47,0.037,84,52,45,0,0,0,0,0,1,1,0,60,fail
777,9.8,senior_professional,41,48,59,59,49,0.066,125,76,37,1,0,0,0,0,1,1,0,48,fail
778,0.0,fresher,76,76,70,92,88,0.052,75,87,77,0,0,0,0,0,1,1,0,72,pass
